,Annual Revenue,ADR,Occupancy %,Guests,Status,Status Detail,Price,Price Change,Date Changed,Street Address,City,State,Zipcode,Beds,Baths,Sqft,Home Type,Units,Building Name,Zestimate,Rent Zestimate,Tax Assessed Value,HDP Price,Lot Area,Lot Area Unit,Broker Name,Days on Zillow,URL,Latitude,Longitude
341,61336,218,0.77,4,For Rent,Apartment For Rent,2400,,,14420 38th Ave APT 3G,Flushing,NY,11354,1,1,800,Apartment,,,,2129,,2400,,,Metro Real Estate,4.79,https://www.zillow.com/homedetails/14420-38th-Ave-APT-3G-Flushing-NY-11354/2081177555_zpid/,40.76265,-73.82152
342,46025,186,0.68,4,For Rent,Apartment For Rent,2850,,,6336 99th St APT 2G,Flushing,NY,11374,1,1.5,869,Apartment,,,580200,2370,157685,2850,,,E Realty International Corp,4.79,https://www.zillow.com/homedetails/6336-99th-St-APT-2G-Flushing-NY-11374/121719098_zpid/,40.731777,-73.85686
343,,,,,For Rent,For Rent,,,,83-61 116th St # 2R,Richmond Hill,NY,11418,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/83-61-116th-st-richmond-hill-ny-BTrNkp/,,
344,53512,257,0.57,8,For Rent,Townhouse For Rent,3600,,,18257 Wexford Ter,Jamaica,NY,11432,3,1,975,Townhouse,,,1097400,4999,1158000,3600,,,Private Homes Realty,4.88,https://www.zillow.com/homedetails/18257-Wexford-Ter-Jamaica-NY-11432/32135808_zpid/,40.715275,-73.7793
345,27294,148,0.51,4,For Rent,Apartment For Rent,2400,,,(undisclosed Address),Flushing,NY,11355,1,1,,Apartment,,,,,,2400,,,,4.88,https://www.zillow.com/homedetails/Flushing-NY-11355/351968077_zpid/,,
346,52284,270,0.53,10,For Rent,Apartment For Rent,3400,,,10712 178th St,Jamaica,NY,11433,4,2,,Apartment,,,954400,3581,1044000,3400,,,Affordable Housing,4.88,https://www.zillow.com/homedetails/10712-178th-St-Jamaica-NY-11433/63060050_zpid/,40.70156,-73.779144
347,30907,172,0.49,6,For Rent,Apartment For Rent,2500,-100,6/14/2024,(undisclosed Address),Flushing,NY,11355,2,1,,Apartment,,,,,,2500,,,,4.88,https://www.zillow.com/homedetails/Flushing-NY-11355/351967859_zpid/,,
348,39330,224,0.48,6,For Rent,Townhouse For Rent,2400,,,(undisclosed Address),Flushing,NY,11369,2,1,,Townhouse,,,836000,2999,,2400,,,Block & Lot,4.92,https://www.zillow.com/homedetails/Flushing-NY-11369/31969291_zpid/,,
349,26899,114,0.65,4,For Rent,Apartment For Rent,2300,,,194-05 67th Ave #1A,Fresh Meadows,NY,11365,1,1,800,Apartment,,,,,,2300,,,,4.92,https://www.zillow.com/homedetails/194-05-67th-Ave-1A-Fresh-Meadows-NY-11365/351966960_zpid/,40.738667,-73.779686
350,25145,177,0.39,6,For Rent,Apartment For Rent,2800,,,19038 69th Ave #2A,Fresh Meadows,NY,11365,2,1,1200,Apartment,,,,,,2800,,,,4.96,https://www.zillow.com/homedetails/19038-69th-Ave-2A-Fresh-Meadows-NY-11365/351966804_zpid/,40.736324,-73.78031
351,70403,269,0.72,8,For Rent,Townhouse For Rent,3000,,,6152 71st St UNIT 1,Middle Village,NY,11379,3,1,1000,Townhouse,,,638600,2929,,3000,,,Daxi Home Realty Management,4.96,https://www.zillow.com/homedetails/6152-71st-St-UNIT-1-Middle-Village-NY-11379/2071204405_zpid/,40.71975,-73.88636
352,34845,127,0.75,4,For Rent,Apartment For Rent,2065,70,6/11/2024,67-19 182nd St #2,Fresh Meadows,NY,11365,1,1,650,Apartment,,,,2099,,2065,,,,4.96,https://www.zillow.com/homedetails/67-19-182nd-St-2-Fresh-Meadows-NY-11365/2055872455_zpid/,40.735107,-73.78976
353,20960,124,0.46,6,For Rent,Apartment For Rent,2750,,,6454 223rd Pl #A,Bayside,NY,11364,2,1,950,Apartment,,,345900,2500,,2750,,,Voro Purple LLC,4.96,https://www.zillow.com/homedetails/6454-223rd-Pl-A-Bayside-NY-11364/2090120547_zpid/,40.74721,-73.754456
354,47933,231,0.57,6,For Rent,Apartment For Rent,2800,,,198 Etna St,Brooklyn,NY,11208,2,1,,Apartment,,,826600,3158,789000,2800,,,Real Broker NY LLC,4.96,https://www.zillow.com/homedetails/198-Etna-St-Brooklyn-NY-11208/30642097_zpid/,40.685932,-73.87637
355,47774,198,0.66,6,For Rent,Apartment For Rent,2500,,,137-51 68th Dr #A,Flushing,NY,11367,2,1,820,Apartment,,,,2800,4892000,2500,,,,4.96,https://www.zillow.com/homedetails/137-51-68th-Dr-A-Flushing-NY-11367/32066020_zpid/,40.73079,-73.82923
356,29151,150,0.53,6,For Rent,Apartment For Rent,2500,,,81-36 166th St FLOOR 2,Jamaica,NY,11432,2,1,,Apartment,,,,,,2500,,,,4.96,https://www.zillow.com/homedetails/81-36-166th-St-FLOOR-2-Jamaica-NY-11432/351965915_zpid/,40.720142,-73.80117
357,66079,303,0.6,8,For Rent,Apartment For Rent,4800,,,139-45 Pershing Cres #1,Jamaica,NY,11435,3,2.5,,Apartment,,,,,,4800,,,,4.96,https://www.zillow.com/homedetails/139-45-Pershing-Cres-1-Jamaica-NY-11435/351965779_zpid/,40.711075,-73.81808
358,31032,117,0.73,4,For Rent,Apartment For Rent,2400,,,32-60 106th St #4F,East Elmhurst,NY,11369,1,1,,Apartment,,,,,,2400,,,Polaris Property Group,5,https://www.zillow.com/homedetails/32-60-106th-St-4F-East-Elmhurst-NY-11369/351964993_zpid/,40.758163,-73.86298
359,23745,168,0.39,2,For Rent,Apartment For Rent,1775,,,64-35 Yellowstone Blvd APT 2G,Forest Hills,NY,11375,0,1,,Apartment,,,,1749,,1775,,,EXP Realty NYC,5,https://www.zillow.com/homedetails/64-35-Yellowstone-Blvd-APT-2G-Forest-Hills-NY-11375/72649790_zpid/,40.731373,-73.851006
360,36528,146,0.69,4,For Rent,Apartment For Rent,2150,,,78-11 Kew Forest Ln #4FB,Forest Hills,NY,11375,1,1,,Apartment,,,,,,2150,,,Voro New York,5,https://www.zillow.com/homedetails/78-11-Kew-Forest-Ln-4FB-Forest-Hills-NY-11375/351963606_zpid/,40.71429,-73.83265
361,46294,181,0.7,6,For Rent,Apartment For Rent,2800,,,62-10 68th Ave #2A,Ridgewood,NY,11385,2,1,,Apartment,,,,,,2800,,,Voro Purple LLC,5,https://www.zillow.com/homedetails/62-10-68th-Ave-2A-Ridgewood-NY-11385/351963620_zpid/,40.705494,-73.89493
362,31655,133,0.65,4,For Rent,Apartment For Rent,2300,,,103-20 111th St #2,South Richmond Hill,NY,11419,1,1,,Apartment,,,,,,2300,,,North East Queens Realty,5,https://www.zillow.com/homedetails/103-20-111th-St-2-South-Richmond-Hill-NY-11419/351963628_zpid/,40.685333,-73.83181
363,61544,222,0.76,6,For Rent,Apartment For Rent,3200,,,14328 41st Ave APT 3B,Flushing,NY,11355,2,1,642,Apartment,,,616300,2400,123944,3200,,,Project Queens LLC,5,https://www.zillow.com/homedetails/14328-41st-Ave-APT-3B-Flushing-NY-11355/245376817_zpid/,40.760063,-73.82281
364,20817,133,0.43,2,For Rent,Apartment For Rent,1850,-150,6/13/2024,67-30 Clyde St #1J,Forest Hills,NY,11375,0,1,,Apartment,,,,,,1850,,,All Area Brokerage,5,https://www.zillow.com/homedetails/67-30-Clyde-St-1J-Forest-Hills-NY-11375/351963583_zpid/,40.721783,-73.85539
365,38869,152,0.7,4,For Rent,Apartment For Rent,2250,,,110-33 72nd Ave #3E,Forest Hills,NY,11375,1,1,750,Apartment,,,,2351,,2250,,,Voro Purple LLC,5,https://www.zillow.com/homedetails/110-33-72nd-Ave-3E-Forest-Hills-NY-11375/2057219429_zpid/,40.72147,-73.83963
366,,,,,For Rent,For Rent,,,,92-06 196th St # A7,Hollis,NY,11423,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/building/40.713085,-73.76411_ll/",,
367,38224,150,0.7,2,For Rent,Apartment For Rent,1968,,,8750 167th St APT 5D,Jamaica,NY,11432,0,1,,Apartment,,,,1999,,1968,,,LivingNY,5,https://www.zillow.com/homedetails/8750-167th-St-APT-5D-Jamaica-NY-11432/2105669230_zpid/,40.709976,-73.79588
368,41162,143,0.79,4,For Rent,Apartment For Rent,2000,,,6333 Haring St #2,Rego Park,NY,11374,1,1,,Apartment,,,,2100,,2000,,,Unique Home Sales of Long Island,5,https://www.zillow.com/homedetails/6333-Haring-St-2-Rego-Park-NY-11374/2096772319_zpid/,40.72611,-73.8662
369,28496,215,0.36,8,For Rent,House For Rent,3777,,,11832 Francis Lewis Blvd,Jamaica,NY,11411,3,3,,Single Family,,,1225300,4978,599000,3777,,,Affordable Housing,5.04,https://www.zillow.com/homedetails/11832-Francis-Lewis-Blvd-Jamaica-NY-11411/32194313_zpid/,40.69417,-73.74568
370,67338,245,0.75,6,For Rent,Apartment For Rent,2400,-250,5/21/2024,(undisclosed Address),Middle Village,NY,11379,2,1,,Apartment,,,,2429,,2400,,,Donna Demkowicz Real Estate,5.08,https://www.zillow.com/homedetails/Middle-Village-NY-11379/350335190_zpid/,,
371,,,,,For Rent,For Rent,,,,8675 Midland Pkwy ,Jamaica,NY,11432,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/building/40.71462,-73.78269_ll/",,
372,35365,141,0.69,4,For Rent,Apartment For Rent,2100,,,42-29 217th St #1,Bayside,NY,11361,1,1,,Apartment,,,,2070,,2100,,,George Realty Group LLC,5.12,https://www.zillow.com/homedetails/42-29-217th-St-1-Bayside-NY-11361/2060498998_zpid/,40.762783,-73.76511
373,36303,165,0.6,6,For Rent,Apartment For Rent,2575,,,140-16 Burden Cres #4,Jamaica,NY,11435,2,1,1100,Apartment,,,,2700,,2575,,,EAG Realty,5.12,https://www.zillow.com/homedetails/140-16-Burden-Cres-4-Jamaica-NY-11435/349764426_zpid/,40.710903,-73.81636
374,57439,234,0.67,8,For Rent,Apartment For Rent,3200,,,135-34 Kew Gardens Rd #2,Richmond Hill,NY,11418,3,2,,Apartment,,,,3343,,3200,,,Prime Realty,5.17,https://www.zillow.com/homedetails/135-34-Kew-Gardens-Rd-2-Richmond-Hill-NY-11418/347370717_zpid/,40.703358,-73.81853
375,63204,226,0.77,8,For Rent,Apartment For Rent,2400,,,(undisclosed Address),Middle Village,NY,11379,3,1,1100,Apartment,,,,,,2400,,,I.J.G Realty,5.21,https://www.zillow.com/homedetails/Middle-Village-NY-11379/351952090_zpid/,,
376,38080,173,0.6,4,For Rent,Apartment For Rent,2400,-100,6/14/2024,67-47 Alderton St #3F,Rego Park,NY,11374,1,1,,Apartment,,,,,,2400,,,Highline Residential,5.21,https://www.zillow.com/homedetails/67-47-Alderton-St-3F-Rego-Park-NY-11374/351629475_zpid/,40.7126,-73.858284
377,32164,182,0.48,8,For Rent,Apartment For Rent,2800,,,96 Sixteen Jamaica Ave #3,Woodhaven,NY,11421,3,1.5,1100,Apartment,,,,,,2800,,,,5.21,https://www.zillow.com/homedetails/96-Sixteen-Jamaica-Ave-3-Woodhaven-NY-11421/351951052_zpid/,40.69185,-73.857056
378,85727,327,0.72,8,For Rent,Apartment For Rent,2500,,,(undisclosed Address),Flushing,NY,11378,3,1,1100,Apartment,,,1383700,3069,,2500,,,Donna Demkowicz Real Estate,5.21,https://www.zillow.com/homedetails/Flushing-NY-11378/31985458_zpid/,,
379,39201,162,0.66,2,For Rent,Apartment For Rent,1950,,,7410 35th Ave APT 201W,Jackson Heights,NY,11372,0,1,,Apartment,,,,1764,,1950,,,REAL New York,5.21,https://www.zillow.com/homedetails/7410-35th-Ave-APT-201W-Jackson-Heights-NY-11372/2130513722_zpid/,40.750584,-73.89157
380,,,,,For Rent,For Rent,,,,92-29 Guy R Brewer Blvd # 910,Jamaica,NY,11433,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/92-29-guy-r-brewer-blvd-jamaica-ny-CfmvTt/,,
381,56195,276,0.56,8,For Rent,House For Rent,3500,,,8982 219th St,Jamaica,NY,11427,3,1.5,,Single Family,,,701000,3870,727000,3500,,,Keller Williams Realty Greater,5.25,https://www.zillow.com/homedetails/8982-219th-St-Jamaica-NY-11427/32150455_zpid/,40.726665,-73.74292
382,43831,267,0.45,8,For Rent,Apartment For Rent,3100,,,78-10 31st Ave #3,East Elmhurst,NY,11370,3,1,1000,Apartment,,,,3200,,3100,,,NY Space Finders Inc.,5.25,https://www.zillow.com/homedetails/78-10-31st-Ave-3-East-Elmhurst-NY-11370/2055698340_zpid/,40.758648,-73.8893
383,92665,382,0.66,10,For Rent,House For Rent,4800,,,5003 Bell Blvd,Bayside Hills,NY,11364,4,3,1449,Single Family,,,1164700,4740,1044000,4800,,,Apple Reality Group Corp,5.25,https://www.zillow.com/homedetails/5003-Bell-Blvd-Bayside-Hills-NY-11364/32083619_zpid/,40.75389,-73.765854
384,53630,352,0.42,8,For Rent,Apartment For Rent,2600,,,8271 164th Pl,Jamaica,NY,11432,3,2,1065,Apartment,,,1066300,3270,901000,2600,,,,5.29,https://www.zillow.com/homedetails/8271-164th-Pl-Jamaica-NY-11432/32077296_zpid/,40.71747,-73.80185
385,26604,170,0.43,4,For Rent,Apartment For Rent,3100,,,71-82 Parsons Blvd #702,Fresh Meadows,NY,11365,1,1,,Apartment,,,,,,3100,,,A&R Properties Group LLC,5.29,https://www.zillow.com/homedetails/71-82-Parsons-Blvd-702-Fresh-Meadows-NY-11365/351946331_zpid/,40.731396,-73.8109
386,,,,,For Rent,For Rent,,,,84-14 143rd St   # 2F,Jamaica,NY,11435,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/84-14-143rd-st-jamaica-ny-7LkJ/,,
387,61618,237,0.71,6,For Rent,Apartment For Rent,2800,,,68-56 78th St #1,Middle Village,NY,11379,2,1,,Apartment,,,,,,2800,,,"Metro Garden Realty, Inc.",5.29,https://www.zillow.com/homedetails/68-56-78th-St-1-Middle-Village-NY-11379/351945602_zpid/,40.72197,-73.879005
388,43675,149,0.8,4,For Rent,Apartment For Rent,2795,,,113-21 Union Tpke #1,Forest Hills,NY,11375,1,1.5,,Apartment,,,,2199,,2795,,,Hillel Realty Group,5.29,https://www.zillow.com/homedetails/113-21-Union-Tpke-1-Forest-Hills-NY-11375/2067535653_zpid/,40.70995,-73.84226
389,,,,,For Rent,For Rent,,,,141-15 85th Rd   # 4F,Jamaica,NY,11435,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/141-15-85th-rd-jamaica-ny-63DgHV/,,
390,63134,223,0.78,8,For Rent,House For Rent,5000,,,10219 68th Ave,FOREST HILLS,NY,11375,3,2.5,1500,Single Family,,,1043900,2810,1088000,5000,,,Terrace Sotheby's International Realty,5.29,https://www.zillow.com/homedetails/10219-68th-Ave-Forest-Hills-NY-11375/32001841_zpid/,40.72359,-73.85239
391,,,,,For Rent,For Rent,,,,13828 Queens Blvd Apt 7A,Jamaica,NY,11435,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/13828-queens-blvd-jamaica-ny-BPk725/,,
392,52837,168,0.86,6,For Rent,Apartment For Rent,3600,5,6/10/2024,73-20 Austin St APT 4P,Forest Hills,NY,11375,2,1,1100,Apartment,,,482200,2665,,3600,,,,5.33,https://www.zillow.com/homedetails/73-20-Austin-St-APT-4P-Forest-Hills-NY-11375/219858898_zpid/,40.71786,-73.84013
393,20974,125,0.46,6,For Rent,Apartment For Rent,2500,,,(undisclosed Address),Oakland Gardens,NY,11364,2,1,1000,Apartment,,,,2650,,2500,,,,5.33,https://www.zillow.com/homedetails/Oakland-Gardens-NY-11364/2066517560_zpid/,,
394,30258,122,0.68,6,For Rent,Apartment For Rent,2400,,,7938 209th St #2,Oakland Gardens,NY,11364,2,1,567,Apartment,,,,,,2400,,,Julia Shildkret Real Estate Group,5.33,https://www.zillow.com/homedetails/7938-209th-St-2-Oakland-Gardens-NY-11364/351942807_zpid/,40.73361,-73.76231
395,20990,124,0.46,6,For Rent,Apartment For Rent,2850,,,69-16B 215th St #156,Oakland Gardens,NY,11364,2,1,,Apartment,,,,,,2850,,,,5.38,https://www.zillow.com/homedetails/69-16B-215th-St-156-Oakland-Gardens-NY-11364/351942648_zpid/,40.751553,-73.76432
396,41939,190,0.6,6,For Rent,Apartment For Rent,2800,,,20-10 Hazen St #2,East Elmhurst,NY,11370,2,1,,Apartment,,,,,,2800,,,Compass,5.38,https://www.zillow.com/homedetails/20-10-Hazen-St-2-East-Elmhurst-NY-11370/351942350_zpid/,40.771763,-73.895706
397,26537,110,0.66,4,For Rent,Apartment For Rent,1850,,,160-17 Harding Expy #1F,Fresh Meadows,NY,11365,1,1,700,Apartment,,,,,,1850,,,Project Queens LLC,5.38,https://www.zillow.com/homedetails/160-17-Harding-Expy-1F-Fresh-Meadows-NY-11365/351942281_zpid/,40.739887,-73.79461
398,51039,170,0.82,6,For Rent,Apartment For Rent,4500,,,10724 71st Rd APT 5C,Flushing,NY,11375,2,2,1297,Apartment,,,927700,3170,185411,4500,,,,5.38,https://www.zillow.com/homedetails/10724-71st-Rd-APT-5C-Flushing-NY-11375/68315736_zpid/,40.720207,-73.84319
399,21817,116,0.52,6,For Rent,Apartment For Rent,2100,,,48-34 206th St #2F,Oakland Gardens,NY,11364,2,1,750,Apartment,,,,,,2100,,,Tyme Realty Corp,5.38,https://www.zillow.com/homedetails/48-34-206th-St-2F-Oakland-Gardens-NY-11364/351940255_zpid/,40.752533,-73.77415
400,44346,177,0.69,2,For Rent,Apartment For Rent,1950,-50,6/13/2024,105-07 Otis Ave #1,Corona,NY,11368,0,1,500,Apartment,,,,,,1950,,,Tyme Realty Corp,5.38,https://www.zillow.com/homedetails/105-07-Otis-Ave-1-Corona-NY-11368/351940244_zpid/,40.73885,-73.855225
401,53187,203,0.72,6,For Rent,Apartment For Rent,2599,-1,6/10/2024,3415 Parsons Blvd APT 2C,Flushing,NY,11354,2,1,,Apartment,,,,2350,,2599,,,A&E Real Estate Management,5.42,https://www.zillow.com/homedetails/3415-Parsons-Blvd-APT-2C-Flushing-NY-11354/2111415541_zpid/,40.76639,-73.82328
402,21204,122,0.48,6,For Rent,Apartment For Rent,2900,-100,6/14/2024,(undisclosed Address),Bayside,NY,11361,2,1,,Apartment,,,,2600,,2900,,,Rental Professionals Inc,5.54,https://www.zillow.com/homedetails/Bayside-NY-11361/2054095033_zpid/,,
403,36599,145,0.69,4,For Rent,Apartment For Rent,2600,,,80-09 35th Ave #D17,Jackson Heights,NY,11372,1,1,,Apartment,,,409400,2214,,2600,,,Winzone Realty Inc,5.75,https://www.zillow.com/homedetails/80-09-35th-Ave-D17-Jackson-Heights-NY-11372/2062590949_zpid/,40.751778,-73.88588
404,,,,,For Rent,For Rent,,,,11145 76th Dr Apt E8,Flushing,NY,11375,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/11145-76th-dr-forest-hills-ny-5YD4vq/,,
405,36137,129,0.77,2,For Rent,Apartment For Rent,1670,-25,6/10/2024,109-15 37th Ave #9C,Corona,NY,11368,0,1,,Apartment,,,,1700,,1670,,,Compass,5.88,https://www.zillow.com/homedetails/109-15-37th-Ave-9C-Corona-NY-11368/2070801910_zpid/,40.75415,-73.8578
406,20959,124,0.46,6,For Rent,Apartment For Rent,2658,,,65-02 223rd Pl #1A,Oakland Gardens,NY,11364,2,1,950,Apartment,,,,3742,,2658,,,EXP Realty,5.92,https://www.zillow.com/homedetails/65-02-223rd-Pl-1A-Oakland-Gardens-NY-11364/2058870768_zpid/,40.746723,-73.75427
407,,,,,For Rent,For Rent,,,,80-45 Kew Gardens Rd # 405,Kew Gardens,NY,11415,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/80-45-Kew-Gardens-Rd-Kew-Gardens-NY/40.71336,-73.829926_ll/",,
408,40253,279,0.4,8,For Rent,Apartment For Rent,2900,-100,6/10/2024,5032 Utopia Pkwy FL 2,Fresh Meadows,NY,11365,3,2,1000,Apartment,,,,2949,,2900,,,E Realty International Corp,5.92,https://www.zillow.com/homedetails/5032-Utopia-Pkwy-FL-2-Fresh-Meadows-NY-11365/2090833330_zpid/,40.743584,-73.79299
409,52394,317,0.45,8,For Rent,Townhouse For Rent,3200,,,16116 71st Ave,Fresh Meadows,NY,11365,3,2,1300,Townhouse,,,,2929,,3200,,,,5.96,https://www.zillow.com/homedetails/16116-71st-Ave-Fresh-Meadows-NY-11365/2129834355_zpid/,40.73028,-73.80738
410,18088,109,0.45,4,For Rent,House For Rent,1800,,,9515 Woodhaven Ct,Jamaica,NY,11416,1,1,,Single Family,,,698800,1870,689000,1800,,,,6,https://www.zillow.com/homedetails/9515-Woodhaven-Ct-Jamaica-NY-11416/32112010_zpid/,40.68689,-73.846176
411,33989,145,0.64,4,For Rent,Apartment For Rent,1950,,,8235 134th St APT 3A,Jamaica,NY,11435,1,1,650,Apartment,,,238300,1949,,1950,,,,6,https://www.zillow.com/homedetails/8235-134th-St-APT-3A-Jamaica-NY-11435/84767381_zpid/,40.712975,-73.823
412,,,,,For Rent,For Rent,,,,139-87 85th Dr # 2A,Jamaica,NY,11435,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/139-87-85th-dr-jamaica-ny-CfLgTG/,,
413,,,,,For Rent,For Rent,,,,14016 34th Ave # 1108A,Flushing,NY,11354,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/14016-34th-ave-flushing-ny-5j95Dp/,,
414,62063,223,0.76,6,For Rent,Apartment For Rent,2750,1,6/9/2024,4110 Bowne St APT 6S,Flushing,NY,11355,2,1,,Apartment,,,,2600,,2750,,,Premier One Realty LLC,6.12,https://www.zillow.com/homedetails/4110-Bowne-St-APT-6S-Flushing-NY-11355/2091259772_zpid/,40.75933,-73.82429
415,51329,214,0.66,4,For Rent,Apartment For Rent,1900,,,34-20 Parsons Blvd APT 4R,Flushing,NY,11354,1,1,780,Apartment,,,321900,2070,,1900,,,Tri State Hanmi Realty,6.12,https://www.zillow.com/homedetails/34-20-Parsons-Blvd-APT-4R-Flushing-NY-11354/72673083_zpid/,40.76644,-73.824036
416,47630,217,0.6,8,For Rent,Apartment For Rent,3450,,,6076 71st Ave APT 2R,Ridgewood,NY,11385,3,1,,Apartment,,,,3300,,3450,,,TorsX Inc,6.12,https://www.zillow.com/homedetails/6076-71st-Ave-APT-2R-Ridgewood-NY-11385/2094017352_zpid/,40.70143,-73.895775
417,,,,,For Rent,For Rent,,,,71-33 65th Pl   # 3C,Ridgewood,NY,11385,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/71-33-65th-pl-ridgewood-ny-BTv4gH/,,
418,25136,121,0.57,6,For Rent,House For Rent,2400,,,93-12 95th St,Woodhaven,NY,11421,2,1,1311,Single Family,,,853100,2455,,2400,,,,6.33,https://www.zillow.com/homedetails/93-12-95th-St-Woodhaven-NY-11421/2078295454_zpid/,40.68864,-73.84821
419,56338,335,0.46,8,For Rent,House For Rent,3300,,,(undisclosed Address),Flushing,NY,11358,3,2,1500,Single Family,,,898800,2435,,3300,,,,6.38,https://www.zillow.com/homedetails/Flushing-NY-11358/32045023_zpid/,,
420,,,,,For Rent,For Rent,,,,88-08 Justice Ave # 11I,Elmhurst,NY,11373,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/88-08-justice-ave-elmhurst-ny-BjY5S3/,,
421,40901,168,0.67,2,For Rent,Apartment For Rent,3800,-200,5/24/2024,(undisclosed Address),Jamaica,NY,11435,0,1,350,Apartment,,,,1763,,3800,,,,6.46,https://www.zillow.com/homedetails/Jamaica-NY-11435/2081359798_zpid/,,
422,61070,219,0.76,6,For Rent,Apartment For Rent,3245,45,6/15/2024,103-10 Queens Blvd #3F,Forest Hills,NY,11375,2,2,1100,Apartment,,,,,,3245,,,Voro Purple LLC,6.5,https://www.zillow.com/homedetails/103-10-Queens-Blvd-3F-Forest-Hills-NY-11375/351897723_zpid/,40.724667,-73.8507
423,,,,,For Rent,For Rent,,,,64-58 223rd Pl   # 8A,Oakland Gardens,NY,11364,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/64-58-223rd-pl-oakland-gardens-ny-9n258B/,,
424,33530,145,0.63,4,For Rent,Apartment For Rent,1950,,,13524 Hoover Ave APT 1A,Jamaica,NY,11435,1,1,,Apartment,,,,1949,,1950,,,The Realty Depot,6.5,https://www.zillow.com/homedetails/13524-Hoover-Ave-APT-1A-Jamaica-NY-11435/2107080027_zpid/,40.713737,-73.821556
425,60608,275,0.6,10,For Rent,Apartment For Rent,3300,,,169 Chestnut St FLOOR 3,Brooklyn,NY,11208,4,1,1000,Apartment,,,,,,3300,,,,6.5,https://www.zillow.com/homedetails/169-Chestnut-St-FLOOR-3-Brooklyn-NY-11208/351897538_zpid/,40.68384,-73.87533
426,64440,240,0.74,6,For Rent,Apartment For Rent,2900,,,67-50 Thornton Pl APT 6G,Forest Hills,NY,11375,2,1.5,,Apartment,,,413600,3249,,2900,,,Remax City Square,6.54,https://www.zillow.com/homedetails/67-50-Thornton-Pl-APT-6G-Forest-Hills-NY-11375/79746572_zpid/,40.720295,-73.857124
427,87060,307,0.78,8,For Rent,Apartment For Rent,3900,-100,6/14/2024,66-28 71st St #2,Middle Village,NY,11379,3,2.5,,Apartment,,,,,,3900,,,Corcoran,6.71,https://www.zillow.com/homedetails/66-28-71st-St-2-Middle-Village-NY-11379/351895052_zpid/,40.71385,-73.88436
428,50065,208,0.66,6,For Rent,Apartment For Rent,2400,,,105-04 32nd Ave #2A,East Elmhurst,NY,11369,2,1,1071,Apartment,,,,2999,,2400,,,Rahman's Wolves Den,6.75,https://www.zillow.com/homedetails/105-04-32nd-Ave-2A-East-Elmhurst-NY-11369/2076670330_zpid/,40.75961,-73.863846
429,43922,274,0.44,8,For Rent,Apartment For Rent,3500,,,(undisclosed Address),Flushing,NY,11355,3,2,,Apartment,,,,,,3500,,,Chou's Realty,6.83,https://www.zillow.com/homedetails/Flushing-NY-11355/351894165_zpid/,,
430,,,,,For Rent,For Rent,,,,133-00 41st Ave ,Flushing,NY,11355,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/building/40.759617,-73.82495_ll/",,
431,38590,222,0.48,6,For Rent,House For Rent,2950,,,2425 97th St,Flushing,NY,11369,2,2,1100,Single Family,,,943700,2441,1019000,2950,,,Keller Williams Landmark II,6.92,https://www.zillow.com/homedetails/2425-97th-St-Flushing-NY-11369/31953148_zpid/,40.7656,-73.8726
